,Host,populationTrend
5288,Alticola olchonensis,Unknown
5289,Necromys benefactus,Decreasing
5290,Melomys fulgens,Unknown
5291,Calomys expulsus,Increasing
5292,Gerbillus percivali,Unknown
5293,Crocidura musseri,Unknown
5294,Lemmus trimucronatus,Stable
5295,Melomys caurinus,Decreasing
5296,Rhynchomys banahao,Unknown
5297,Oligoryzomys fornesi,Decreasing
5298,Nectomys apicalis,Stable
5299,Melomys lutillus,Unknown
5300,Neotoma leucodon,Stable
5301,Pithecheirops otion,Unknown
5302,Geomys breviceps,Stable
5303,Monodelphis handleyi,Unknown
5304,Oecomys concolor,Unknown
5305,Rhipidomys nitela,Stable
5306,Allactaga elater,Decreasing
5307,Heteromys desmarestianus,Stable
5308,Praomys tullbergi,Stable
5309,Pseudohydromys murinus,Unknown
5310,Pseudohydromys occidentalis,Unknown
5311,Eligmodontia typus,Stable
5312,Pseudomys australis,Decreasing
5313,Dipodomys merriami,Stable
5314,Thomasomys daphne,Unknown
5315,Acerodon humilis,Decreasing
5316,Atlantoxerus getulus,Stable
5317,Ctenodactylus vali,Unknown
5318,Gerbillus simoni,Unknown
5319,Graphiurus ocularis,Unknown
5320,Jaculus orientalis,Stable
5321,Lemniscomys barbarus,Stable
5322,Microtus guentheri,Stable
5323,Mus spretus,Stable
5324,Otomys unisulcatus,Stable
5325,Crocidura whitakeri,Unknown
5326,Myosorex varius,Stable
5327,Meriones shawi,Stable
5328,Meriones grandis,Stable
5329,Arvicola scherman,Stable
5330,Allocebus trichotis,Decreasing
5331,Avahi laniger,Decreasing
5332,Daubentonia madagascariensis,Decreasing
5333,Eulemur mongoz,Decreasing
5334,Eulemur cinereiceps,Decreasing
5335,Eulemur collaris,Decreasing
5336,Eulemur fulvus,Decreasing
5337,Eulemur rufus,Decreasing
5338,Eulemur flavifrons,Decreasing
5339,Hapalemur aureus,Decreasing
5340,Hapalemur griseus,Decreasing
5341,Prolemur simus,Decreasing
5342,Hapalemur occidentalis,Decreasing
5343,Indri indri,Decreasing
5344,Lemur catta,Decreasing
5345,Lepilemur dorsalis,Decreasing
5346,Lepilemur edwardsi,Decreasing
5347,Lepilemur leucopus,Decreasing
5348,Lepilemur microdon,Decreasing
5349,Lepilemur mustelinus,Decreasing
5350,Lepilemur ruficaudatus,Decreasing
5351,Lepilemur septentrionalis,Decreasing
5352,Mirza coquereli,Decreasing
5353,Phaner furcifer,Decreasing
5354,Phaner parienti,Decreasing
5355,Phaner pallescens,Decreasing
5356,Phaner electromontis,Decreasing
5357,Propithecus tattersalli,Decreasing
5358,Propithecus verreauxi,Decreasing
5359,Propithecus coquereli,Decreasing
5360,Propithecus coronatus,Decreasing
5361,Propithecus deckenii,Decreasing
5362,Propithecus diadema,Decreasing
5363,Propithecus edwardsi,Decreasing
5364,Propithecus candidus,Decreasing
5365,Propithecus perrieri,Decreasing
5366,Varecia variegata,Decreasing
5367,Varecia rubra,Decreasing
5368,Microcebus ravelobensis,Decreasing
5369,Gorilla beringei,Decreasing
5370,Aotus nancymaae,Decreasing
5371,Microcebus tavaratra,Decreasing
5372,Microcebus sambiranensis,Decreasing
5373,Microcebus berthae,Decreasing
5374,Cheirogaleus sibreei,Decreasing
5375,Avahi unicolor,Decreasing
5376,Microcebus lehilahytsara,Decreasing
5377,Microcebus mamiratra,Decreasing
5378,Cheirogaleus crossleyi,Decreasing
5379,Lepilemur randrianasoloi,Decreasing
5380,Lepilemur fleuretae,Decreasing
5381,Eulemur rufifrons,Decreasing
5382,Microcebus mittermeieri,Decreasing
5383,Avahi peyrierasi,Decreasing
5384,Lepilemur wrightae,Decreasing
5385,Avahi cleesei,Decreasing
5386,Avahi meridionalis,Decreasing
5387,Lepilemur aeeclis,Decreasing
5388,Hapalemur meridionalis,Decreasing
5389,Avahi ramanantsoavanai,Decreasing
5390,Lepilemur jamesorum,Decreasing
5391,Microcebus bongolavensis,Decreasing
5392,Lepilemur milanoii,Decreasing
5393,Lepilemur mittermeieri,Decreasing
5394,Microcebus griseorufus,Decreasing
5395,Lepilemur sahamalaza,Decreasing
5396,Lepilemur betsileo,Decreasing
5397,Lepilemur petteri,Decreasing
5398,Lepilemur seali,Decreasing
5399,Lepilemur tymerlachsoni,Decreasing
5400,Lepilemur ankaranensis,Decreasing
5401,Microcebus simmonsi,Decreasing
5402,Lepilemur hubbardorum,Decreasing
5403,Avahi betsileo,Decreasing
5404,Lepilemur grewcockorum,Decreasing
5405,Lepilemur otto,Decreasing
5406,Microcebus margotmarshae,Decreasing
5407,Microcebus arnholdi,Decreasing
5408,Microcebus macarthurii,Decreasing
5409,Lepilemur hollandorum,Decreasing
5410,Lepilemur scottorum,Decreasing
5411,Avahi mooreorum,Decreasing
5412,Cheirogaleus medius,Decreasing
5413,Cheirogaleus major,Decreasing
5414,Microcebus rufus,Decreasing
5415,Microtus irani,Unknown
5416,Thomasomys eleusis,Decreasing
5417,Thomasomys ladewi,Unknown
5418,Thomasomys niveipes,Unknown
5419,Thomasomys notatus,Decreasing
5420,Thomasomys oreas,Unknown
5421,Thomasomys taczanowskii,Unknown
5422,Rhyncholestes raphanurus,Decreasing
5423,Urocitellus mollis,Stable
5424,Urocitellus nancyae,Decreasing
5425,Hybomys eisentrauti,Unknown
5426,Lontra felina,Decreasing
5427,Elephantulus revoilii,Unknown
5428,Urocitellus endemicus,Unknown
5429,Monachus monachus,Increasing
5430,Sorex preblei,Unknown
5431,Chinchilla lanigera,Decreasing
5432,Canis lupaster,Decreasing
5433,Pteropus pelewensis,Stable
5434,Neotoma insularis,Unknown
5435,Niviventer rapit,Unknown
5436,Micromys minutus,Stable
5437,Acomys spinosissimus,Stable
5438,Chaetophractus vellerosus,Stable
5439,Microcebus danfossi,Decreasing
5440,Pongo tapanuliensis,Decreasing
5441,Nomascus annamensis,Decreasing
5442,Cervus hanglu,Increasing
5443,Batomys hamiguitan,Unknown
5444,Ursus arctos,Stable
5445,Lynx lynx,Stable
5446,Scapteromys tumidus,Stable
5447,Myocastor coypus,Decreasing
5448,Ailuropoda melanoleuca,Increasing
5449,Marmota caligata,Stable
5450,Manis crassicaudata,Decreasing
5451,Smutsia gigantea,Decreasing
5452,Manis javanica,Decreasing
5453,Smutsia temminckii,Decreasing
5454,Phataginus tetradactyla,Decreasing
5455,Phataginus tricuspis,Decreasing
5456,Manis culionensis,Decreasing
5457,Bison bison,Stable
5458,Orcaella brevirostris,Decreasing
5459,Otomops martiensseni,Decreasing
5460,Panthera onca,Decreasing
5461,Pontoporia blainvillei,Decreasing
5462,Sousa teuszii,Decreasing
5463,Tremarctos ornatus,Decreasing
5464,Sus barbatus,Decreasing
5465,Orcaella heinsohni,Decreasing
5466,Hylomyscus denniae,Unknown
5467,Hylomyscus stella,Stable
5468,Cryptotis meridensis,Stable
5469,Cryptotis griseoventris,Decreasing
5470,Cryptotis goodwini,Stable
5471,Sousa chinensis,Decreasing
5472,Sicista subtilis,Decreasing
5473,Chaetodipus arenarius,Unknown
5474,Thomasomys cinereiventer,Decreasing
5475,Thomasomys laniger,Stable
5476,Thomasomys popayanus,Unknown
5477,Crocidura obscurior,Unknown
5478,Crocidura monax,Unknown
5479,Tupaia glis,Decreasing
5480,Batomys granti,Stable
5481,Coccymys ruemmleri,Unknown
5482,Crocidura usambarae,Unknown
5483,Akodon dolores,Stable
5484,Brucepattersonius griserufescens,Unknown
5485,Ctenomys frater,Decreasing
5486,Oryzomys gorgasi,Decreasing
5487,Juscelinomys huanchacae,Unknown
5488,Oxymycterus paramensis,Stable
5489,Neotoma lepida,Stable
5490,Neotoma bryanti,Decreasing
5491,Pongo abelii,Decreasing
5492,Helarctos malayanus,Decreasing
5493,Tupaia longipes,Decreasing
5494,Crocidura attenuata,Unknown
5495,Tupaia palawanensis,Stable
5496,Pongo pygmaeus,Decreasing
5497,Martes pennanti,Unknown
5498,Cryptotis tamensis,Unknown
5499,Cryptotis thomasi,Stable
5500,Plecturocebus urubambensis,Unknown
5501,Plecturocebus toppini,Decreasing
5502,Mesoplodon ginkgodens,Unknown
5503,Rattus arfakiensis,Unknown
5504,Pteralopex pulchra,Decreasing
5505,Macropus greyi,
5506,Glossophaga leachii,Stable
5507,Cephalorhynchus commersonii,Unknown
5508,Pan troglodytes,Decreasing
5509,Balaenoptera borealis,Increasing
5510,Tupaia everetti,Stable
5511,Sylvilagus mansuetus,Decreasing
5512,Lemniscomys striatus,Increasing
5513,Gerbillus nanus,Stable
5514,Gorilla gorilla,Decreasing
5515,Giraffa camelopardalis,Decreasing
5516,Cynomys mexicanus,Decreasing
5517,Rhabdomys bechuanae,Stable
5518,Rhabdomys dilectus,Stable
5519,Cervus canadensis,Increasing
5520,Cervus elaphus,Increasing
5521,Alcelaphus buselaphus,Decreasing
5522,Peromyscus interparietalis,Decreasing
5523,Peromyscus eremicus,Stable
5524,Peromyscus pseudocrinitus,Decreasing
5525,Peromyscus slevini,Decreasing
5526,Chiroderma vizottoi,Unknown
5527,Sotalia guianensis,Unknown
5528,Balaenoptera omurai,Unknown
5529,Pseudorca crassidens,Unknown
5530,Vicugna vicugna,Increasing
5531,Casinycteris argynnis,Unknown
5532,Platyrrhinus fusciventris,Stable
5533,Ozimops loriae,Stable
5534,Civettictis civetta,Unknown
5535,Mustela nivalis,Stable
5536,Platanista gangetica,Unknown
5537,Diceros bicornis,Increasing
5538,Allochrocebus solatus,Unknown
5539,Cercocebus torquatus,Decreasing
5540,Mormopterus beccarii,Unknown
5541,Leptailurus serval,Stable
5542,Balaenoptera musculus,Increasing
5543,Arabitragus jayakari,Decreasing
5544,Stenella longirostris,Unknown
5545,Tursiops truncatus,Unknown
5546,Ochotona curzoniae,Decreasing
5547,Equus zebra,Increasing
5548,Juscelinomys candango,
5549,Oxymycterus hucucha,Decreasing
5550,Callistomys pictus,Decreasing
5551,Dugong dugon,Decreasing
5552,Physeter macrocephalus,Unknown
5553,Allochrocebus preussi,Decreasing
5554,Piliocolobus badius,Decreasing
5555,Ochotona coreana,Unknown
5556,Lepus coreanus,Decreasing
5557,Capra ibex,Stable
5558,Tarsius spectrumgurskyae,Decreasing
5559,Tarsius supriatnai,Decreasing
5560,Tarsius fuscus,Decreasing
5561,Capricornis sumatraensis,Decreasing
5562,Nycticebus kayan,Decreasing
5563,Nycticebus bancanus,Decreasing
5564,Nycticebus borneanus,Decreasing
5565,Nycticebus hilleri,Decreasing
5566,Cheirogaleus shethi,Decreasing
5567,Cheirogaleus andysabini,Decreasing
5568,Cheirogaleus grovesi,Decreasing
5569,Cheirogaleus lavasoensis,Decreasing
5570,Microcebus tanosi,Decreasing
5571,Cheirogaleus thomasi,Decreasing
5572,Microcebus ganzhorni,Decreasing
5573,Microcebus manitatra,Decreasing
5574,Connochaetes taurinus,Stable
5575,Canis aureus,Increasing
5576,Canis latrans,Increasing
5577,Canis lupus,Stable
5578,Canis rufus,Decreasing
5579,Panthera pardus,Decreasing
5580,Aotus miconax,Decreasing
5581,Cryptotis niausa,Unknown
5582,Myodes rutilus,Unknown
5583,Erythrocebus poliophaeus,Decreasing
5584,Galagoides kumbirensis,Unknown
5585,Sylvilagus robustus,Decreasing
5586,Sylvilagus tapetillus,Unknown
5587,Sylvilagus sanctaemartae,Unknown
5588,Sylvilagus andinus,Unknown
5589,Sylvilagus cognatus,Unknown
5590,Lenothrix canus,Unknown
5591,Crocidura hutanis,Unknown
5592,Rattus norvegicus,Stable
5593,Oryx gazella,Stable
5594,Pseudoryx nghetinhensis,Decreasing
5595,Tragelaphus strepsiceros,Stable
5596,Rhynchocyon cirnei,Decreasing
5597,Phascogale tapoatafa,Decreasing
5598,Sminthopsis leucopus,Stable
5599,Phascolarctos cinereus,Decreasing
5600,Potorous longipes,Decreasing
5601,Potorous tridactylus,Decreasing
5602,Petauroides volans,Decreasing
5603,Sturnira oporaphilum,Unknown
5604,Platyrrhinus chocoensis,Decreasing
5605,Saccolaimus mixtus,Decreasing
5606,Lycaon pictus,Decreasing
5607,Megaloglossus woermanni,Stable
5608,Lonchorhina orinocensis,Decreasing
5609,Taphozous perforatus,Stable
5610,Epomops franqueti,Stable
5611,Eptesicus innoxius,Unknown
5612,Micropteropus pusillus,Stable
5613,Mesocapromys nanus,Unknown
5614,Atherurus macrourus,Decreasing
5615,Scutisorex somereni,Unknown
5616,Melursus ursinus,Decreasing
5617,Equus hemionus,Stable
5618,Bassariscus sumichrasti,Unknown
5619,Apomys magnus,Stable
5620,Myosorex jejei,Unknown
5621,Maxomys tajuddinii,Unknown
5622,Bassaricyon neblina,Decreasing
5623,Bassaricyon medius,Decreasing
5624,Cephalophus dorsalis,Decreasing
5625,Caenolestes sangay,Unknown
5626,Mormopterus eleryi,Decreasing
5627,Mormopterus lumsdenae,Decreasing
5628,Mormopterus kitcheneri,Unknown
5629,Margaretamys christinae,Unknown
5630,Myonycteris leptodon,Unknown
5631,Nyctophilus shirleyae,Decreasing
5632,Lophostoma occidentalis,Decreasing
5633,Lutreolina massoia,Unknown
5634,Rousettus obliviosus,Unknown
5635,Tupaia hypochrysa,Unknown
5636,Tupaia ferruginea,Unknown
5637,Ursus thibetanus,Decreasing
5638,Hoolock tianxing,Decreasing
5639,Prosciurillus alstoni,Unknown
5640,Piliocolobus tholloni,Decreasing
5641,Piliocolobus oustaleti,Decreasing
5642,Piliocolobus rufomitratus,Decreasing
5643,Piliocolobus bouvieri,Decreasing
5644,Cercopithecus wolfi,Decreasing
5645,Cryptotis oreoryctes,Unknown
5646,Miniopterus fuscus,Decreasing
5647,Hipposideros khaokhouayensis,Decreasing
5648,Piliocolobus parmentieri,Decreasing
5649,Piliocolobus langi,Decreasing
5650,Miopithecus talapoin,Decreasing
5651,Allenopithecus nigroviridis,Decreasing
5652,Lophocebus albigena,Decreasing
5653,Lophocebus aterrimus,Decreasing
5654,Mico marcai,Decreasing
5655,Plecturocebus hoffmannsi,Unknown
5656,Coendou speratus,Decreasing
5657,Procolobus verus,Decreasing
5658,Setonix brachyurus,Decreasing
5659,Protoxerus aubinnii,Unknown
5660,Lophuromys chercherensis,Unknown
5661,Crocidura ninoyi,Unknown
5662,Crocidura batakorum,Unknown
5663,Dryadonycteris capixaba,Unknown
5664,Lonchophylla fornicata,Unknown
5665,Cercopithecus cephus,Unknown
5666,Cercopithecus nictitans,Decreasing
5667,Cercopithecus hamlyni,Decreasing
5668,Ozimops petersi,Unknown
5669,Crocidura munissii,Unknown
5670,Hipposideros atrox,Stable
5671,Uromys vika,Unknown
5672,Graphiurus walterverheyeni,Unknown
5673,Halmaheramys bokimekot,Unknown
5674,Rattus detentus,Unknown
5675,Crocidura lwiroensis,Unknown
5676,Piliocolobus waldroni,Decreasing
5677,Fukomys hanangensis,Decreasing
5678,Cercocebus agilis,Decreasing
5679,Manis pentadactyla,Decreasing
5680,Piliocolobus kirkii,Decreasing
5681,Papio ursinus,Decreasing
5682,Colobus vellerosus,Decreasing
5683,Oryctolagus cuniculus,Decreasing
5684,Muntiacus reevesi,Decreasing
5685,Rupicapra pyrenaica,Increasing
5686,Tarsius niemitzi,Decreasing
5687,Piliocolobus tephrosceles,Decreasing
5688,Mico munduruku,Decreasing
5689,Plecturocebus grovesi,Decreasing
5690,Plecturocebus parecis,Decreasing
5691,Eudorcas thomsonii,Decreasing
5692,Lynx pardinus,Increasing
5693,Lagenorhynchus obscurus,Unknown
5694,Sicista loriger,Unknown
5695,Felis nigripes,Decreasing
5696,Eubalaena glacialis,Decreasing
5697,Capra walie,Increasing
5698,Berardius minimus,Decreasing
5699,Steno bredanensis,Unknown
5700,Nycticebus bengalensis,Decreasing
5701,Colobus caudatus,Decreasing
5702,Paragalago zanzibaricus,Decreasing
5703,Naemorhedus baileyi,Decreasing
5704,Otocolobus manul,Decreasing
5705,Microcebus jollyae,Decreasing
5706,Nomascus leucogenys,Decreasing
5707,Hipposideros pomona,Decreasing
5708,Hipposideros gentilis,Unknown
5709,Loxodonta cyclotis,Decreasing
5710,Loxodonta africana,Decreasing
5711,Macaca nemestrina,Decreasing
5712,Eulemur albifrons,Decreasing
5713,Avahi occidentalis,Decreasing
5714,Eulemur macaco,Decreasing
5715,Eulemur sanfordi,Decreasing
5716,Hapalemur alaotrensis,Decreasing
5717,Eulemur coronatus,Decreasing
5718,Microcebus murinus,Decreasing
5719,Microcebus boraha,Decreasing
5720,Mirza zaza,Decreasing
5721,Mesoplodon hotaula,Unknown
5722,Apodemus pallipes,Unknown
5723,Delanymys brooksi,Decreasing
5724,Petaurista philippensis,Decreasing
5725,Macaca arctoides,Decreasing
5726,Rhinopithecus brelichi,Decreasing
5727,Macaca leonina,Decreasing
5728,Pipistrellus tenuis,Stable
5729,Eulemur rubriventer,Decreasing
5730,Euoticus pallidus,Decreasing
5731,Paragalago orinus,Decreasing
5732,Papio papio,Decreasing
5733,Papio kindae,Stable
5734,Alouatta belzebul,Decreasing
5735,Alouatta arctoidea,Unknown
5736,Alouatta caraya,Decreasing
5737,Alouatta discolor,Decreasing
5738,Alouatta guariba,Decreasing
5739,Alouatta juara,Unknown
5740,Alouatta macconnelli,Stable
5741,Alouatta nigerrima,Decreasing
5742,Alouatta palliata,Decreasing
5743,Alouatta puruensis,Decreasing
5744,Alouatta seniculus,Decreasing
5745,Alouatta ululata,Decreasing
5746,Aotus azarae,Decreasing
5747,Aotus griseimembra,Decreasing
5748,Aotus jorgehernandezi,Unknown
5749,Aotus nigriceps,Unknown
5750,Aotus trivirgatus,Decreasing
5751,Aotus vociferans,Unknown
5752,Ateles belzebuth,Decreasing
5753,Ateles chamek,Decreasing
5754,Ateles fusciceps,Decreasing
5755,Ateles geoffroyi,Decreasing
5756,Ateles marginatus,Decreasing
5757,Ateles paniscus,Decreasing
5758,Brachyteles arachnoides,Decreasing
5759,Brachyteles hypoxanthus,Decreasing
5760,Cacajao ayresi,Stable
5761,Cacajao calvus,Decreasing
5762,Cacajao hosomi,Decreasing
5763,Cacajao melanocephalus,Stable
5764,Callicebus personatus,Decreasing
5765,Callimico goeldii,Decreasing
5766,Callithrix aurita,Decreasing
5767,Callithrix flaviceps,Decreasing
5768,Callithrix geoffroyi,Decreasing
5769,Callithrix kuhlii,Decreasing
5770,Cebus cuscinus,Decreasing
5771,Cebus yuracus,Decreasing
5772,Cebus aequatorialis,Decreasing
5773,Chiropotes albinasus,Decreasing
5774,Callicebus barbarabrownae,Decreasing
5775,Cebus albifrons,Decreasing
5776,Chiropotes satanas,Decreasing
5777,Cebus kaapori,Decreasing
5778,Callithrix jacchus,Decreasing
5779,Callithrix penicillata,Decreasing
5780,Cheracebus torquatus,Unknown
5781,Cheracebus lugens,Unknown
5782,Cheracebus lucifer,Unknown
5783,Callibella humilis,Unknown
5784,Cebus castaneus,Unknown
5785,Cebuella niveiventris,Decreasing
5786,Cebuella pygmaea,Decreasing
5787,Chiropotes sagulatus,Unknown
5788,Cebus leucocephalus,Decreasing
5789,Cebus unicolor,Decreasing
5790,Cebus capucinus,Decreasing
5791,Cebus imitator,Decreasing
5792,Cebus olivaceus,Stable
5793,Scotonycteris zenkeri,Unknown
5794,Lagothrix flavicauda,Decreasing
5795,Lagothrix lagothricha,Decreasing
5796,Leontocebus fuscicollis,Decreasing
5797,Leontocebus weddelli,Unknown
5798,Leontopithecus caissara,Decreasing
5799,Leontopithecus rosalia,Decreasing
5800,Leontopithecus chrysomelas,Decreasing
5801,Mico chrysoleucos,Decreasing
5802,Mico argentatus,Decreasing
5803,Mico humeralifer,Decreasing
5804,Mico acariensis,Unknown
5805,Mico mauesi,Unknown
5806,Mico emiliae,Unknown
5807,Mico saterei,Unknown
5808,Mico melanurus,Decreasing
5809,Mico rondoni,Decreasing
5810,Pithecia milleri,Decreasing
5811,Pithecia albicans,Decreasing
5812,Pithecia pithecia,Decreasing
5813,Pithecia inusta,Decreasing
5814,Pithecia cazuzai,Decreasing
5815,Pithecia mittermeieri,Decreasing
5816,Pithecia rylandsi,Decreasing
5817,Pithecia pissinattii,Decreasing
5818,Pithecia irrorata,Decreasing
5819,Plecturocebus donacophilus,Unknown
5820,Plecturocebus pallescens,Decreasing
5821,Plecturocebus discolor,Unknown
5822,Plecturocebus stephennashi,Unknown
5823,Plecturocebus moloch,Unknown
5824,Plecturocebus cinerascens,Unknown
5825,Plecturocebus aureipalatii,Stable
5826,Plecturocebus caquetensis,Decreasing
5827,Plecturocebus vieirai,Unknown
5828,Plecturocebus miltoni,Unknown
5829,Plecturocebus cupreus,Unknown
5830,Saguinus leucopus,Decreasing
5831,Saguinus oedipus,Decreasing
5832,Saguinus imperator,Decreasing
5833,Saguinus bicolor,Decreasing
5834,Saguinus geoffroyi,Decreasing
5835,Saguinus inustus,Stable
5836,Saguinus labiatus,Decreasing
5837,Saguinus midas,Stable
5838,Saguinus mystax,Decreasing
5839,Saguinus martinsi,Decreasing
5840,Saguinus ursulus,Decreasing
5841,Saguinus niger,Decreasing
5842,Rattus rattus,Stable
5843,Saimiri boliviensis,Decreasing
5844,Saimiri ustus,Decreasing
5845,Saimiri sciureus,Decreasing
5846,Saimiri collinsi,Decreasing
5847,Saimiri cassiquiarensis,Unknown
5848,Sapajus xanthosternos,Decreasing
5849,Sapajus robustus,Decreasing
5850,Sapajus flavius,Decreasing
5851,Sapajus libidinosus,Decreasing
5852,Sapajus cay,Decreasing
5853,Sapajus nigritus,Decreasing
5854,Sapajus apella,Decreasing
5855,Vulpes vulpes,Stable
5856,Sorex monticola,Stable
5857,Nilopegamys plumbeus,Unknown
5858,Pteropus giganteus,Decreasing
5859,Ovis vignei,Decreasing
5860,Macaca fuscata,Stable
5861,Macaca fascicularis,Decreasing
5862,Presbytis hosei,Decreasing
5863,Nasalis larvatus,Decreasing
5864,Trachypithecus germaini,Decreasing
5865,Melomys rubicola,
5866,Eptesicus serotinus,Stable
5867,Capra pyrenaica,Increasing
5868,Miniopterus schreibersii,Decreasing
5869,Myotis brandtii,Stable
5870,Myotis daubentonii,Stable
5871,Plecotus auritus,Stable
5872,Plecotus austriacus,Decreasing
5873,Rupicapra rupicapra,Stable
5874,Cebus cesarae,Decreasing
5875,Cercopithecus mitis,Decreasing
5876,Pygathrix nigripes,Decreasing
5877,Trachypithecus hatinhensis,Decreasing
5878,Presbytis canicrus,Decreasing
5879,Trachypithecus mauritius,Decreasing
5880,Lepilemur ahmansoni,Decreasing
5881,Rhinopithecus roxellana,Decreasing
5882,Trachypithecus pileatus,Decreasing
5883,Pipistrellus pipistrellus,Stable
5884,Berardius arnuxii,Unknown
5885,Apodemus flavicollis,Stable
5886,Apodemus mystacinus,Stable
